,Tweet ID,User,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago,Date
158,1005964491224305665,CBS,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.64,0.0,59,Mon Jun 11 00:06:39 +0000 2018
159,1005963888188198912,CBS, @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,1.0,0.0,60,Mon Jun 11 00:04:15 +0000 2018
160,1005962567041404928,CBS,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,1.0,0.0,61,Sun Jun 10 23:59:00 +0000 2018
161,1005952311015821312,CBS, @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,1.0,0.0,62,Sun Jun 10 23:18:15 +0000 2018
162,1005932975769280512,CBS,The hosts have arrived! We're LIVE with @SaraBareilles,0.0,0.0,1.0,0.0,63,Sun Jun 10 22:01:25 +0000 2018
163,1005826925560922120,CBS,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.843,0.0,64,Sun Jun 10 15:00:01 +0000 2018
164,1005555138814193664,CBS,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ,0.5093,0.155,0.845,0.0,65,Sat Jun 09 21:00:02 +0000 2018
165,1005479633943314433,CBS,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,1.0,0.0,66,Sat Jun 09 16:00:00 +0000 2018
166,1005174193866997760,CBS,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.82,0.0,67,Fri Jun 08 19:46:17 +0000 2018
167,1005102158696640515,CBS,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,1.0,0.0,68,Fri Jun 08 15:00:03 +0000 2018
168,1005086606695337985,CBS,We all get by with a little help from our friends,0.9078,0.436,0.564,0.0,69,Fri Jun 08 13:58:15 +0000 2018
169,1004770820760092673,CBS,Get ready for show,0.3612,0.128,0.872,0.0,70,Thu Jun 07 17:03:26 +0000 2018
170,1004468068834148352,CBS,Don,0.2732,0.176,0.719,0.105,71,Wed Jun 06 21:00:24 +0000 2018
171,1004153017946370048,CBS,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday",0.3595,0.128,0.872,0.0,72,Wed Jun 06 00:08:30 +0000 2018
172,1004126616803422208,CBS,RT @SU2C: SU2C telecast Co,-0.4404,0.1,0.723,0.177,73,Tue Jun 05 22:23:35 +0000 2018
173,1004123819211042817,CBS,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. ,0.4574,0.176,0.824,0.0,74,Tue Jun 05 22:12:28 +0000 2018
174,1004075391479402496,CBS,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch,0.5093,0.155,0.845,0.0,75,Tue Jun 05 19:00:02 +0000 2018
175,1004016163968307200,CBS,More stars are set to appear at the #TonyAwards,0.0,0.0,1.0,0.0,76,Tue Jun 05 15:04:41 +0000 2018
176,1003682794562674688,CBS,The #TonyAwards are just days away,0.0,0.0,1.0,0.0,77,Mon Jun 04 17:00:00 +0000 2018
177,1002605516328034304,CBS,Call us old,-0.3903,0.062,0.807,0.131,78,Fri Jun 01 17:39:17 +0000 2018
178,1002595642093563904,CBS,Remember @Lin_Manuel,0.8442,0.336,0.664,0.0,79,Fri Jun 01 17:00:03 +0000 2018
179,1002336423436054528,CBS,Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well,0.8932,0.455,0.545,0.0,80,Thu May 31 23:50:00 +0000 2018
180,1001842559595954176,CBS,The #TonyAwards just got even better because @UzoAduba,0.4926,0.151,0.849,0.0,81,Wed May 30 15:07:34 +0000 2018
181,1001206480144687105,CBS,Mark your calendars. @SalvationCBS returns Monday,0.0,0.0,1.0,0.0,82,Mon May 28 21:00:01 +0000 2018
182,1000921679684485120,CBS,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/,0.0,0.0,1.0,0.0,83,Mon May 28 02:08:19 +0000 2018
183,999426657399095296,CBS,Get the popcorn ready! ,0.6239,0.211,0.789,0.0,84,Wed May 23 23:07:38 +0000 2018
184,999365022940676097,CBS,RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14,0.5859,0.174,0.826,0.0,85,Wed May 23 19:02:43 +0000 2018
185,999067300127850497,CBS,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.917,0.0,86,Tue May 22 23:19:40 +0000 2018
186,999017646166233088,CBS,Summer heats up with @CBSBigBrother,0.0,0.0,1.0,0.0,87,Tue May 22 20:02:22 +0000 2018
187,998699964833390592,CBS,Who,0.0,0.0,1.0,0.0,88,Mon May 21 23:00:01 +0000 2018
188,998292275850555392,CBS,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.808,0.061,89,Sun May 20 20:00:00 +0000 2018
189,998246979892211712,CBS,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.92,0.0,90,Sun May 20 17:00:01 +0000 2018
190,997748696946163712,CBS,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.285,0.715,0.0,91,Sat May 19 08:00:01 +0000 2018
191,997582601476083713,CBS,It's going down ,0.0,0.0,1.0,0.0,92,Fri May 18 21:00:01 +0000 2018
192,997476916717412353,CBS,The #RoyalWedding is finally here,0.3595,0.151,0.849,0.0,93,Fri May 18 14:00:03 +0000 2018
193,997261595267907586,CBS,When the @LifeInPiecesCBS season finale is back,0.7177,0.285,0.715,0.0,94,Thu May 17 23:44:27 +0000 2018
194,997225239388946432,CBS,Rules were made to be broken.,0.1867,0.093,0.907,0.0,95,Thu May 17 21:19:59 +0000 2018
195,997193244340502528,CBS,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",0.0,0.0,1.0,0.0,96,Thu May 17 19:12:51 +0000 2018
196,997099417327947777,CBS,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL,0.5562,0.146,0.854,0.0,97,Thu May 17 13:00:00 +0000 2018
197,996903122458021889,CBS,Save the dates! The CBS Fall lineup is here,0.75,0.242,0.758,0.0,98,Thu May 17 00:00:00 +0000 2018
198,996887116549210112,CBS,What happens when the friendliest guy in the Midwest moves his family next door to a not,0.5574,0.159,0.841,0.0,99,Wed May 16 22:56:24 +0000 2018
199,996887115425198080,CBS,When @MurphyBrownCBS returns to the news world,0.3802,0.11,0.89,0.0,100,Wed May 16 22:56:24 +0000 2018
200,1007421787297271808,CNN,RT @CNNMoney: AT,0.0,0.0,1.0,0.0,1,Fri Jun 15 00:37:25 +0000 2018
201,1007421209447882752,CNN,There was really no reason given,-0.1893,0.0,0.92,0.08,2,Fri Jun 15 00:35:07 +0000 2018
202,1007420196380991488,CNN,6 takeaways from the Justice Department watchdog report on the Clinton email investigation https://t.co/2f88ThnL4L https://t.co/FfIFUi63OL,0.5267,0.207,0.793,0.0,3,Fri Jun 15 00:31:06 +0000 2018
203,1007417683078500352,CNN,Elliot Schrage,0.5574,0.213,0.787,0.0,4,Fri Jun 15 00:21:07 +0000 2018
204,1007415153770590208,CNN,A full,0.0,0.0,1.0,0.0,5,Fri Jun 15 00:11:04 +0000 2018
205,1007414432308264960,CNN,RT @OutFrontCNN: One year after grievous gunshot wound,-0.4588,0.0,0.842,0.158,6,Fri Jun 15 00:08:12 +0000 2018
206,1007413979319160832,CNN,This isn't King Donald Trump,0.3182,0.113,0.887,0.0,7,Fri Jun 15 00:06:24 +0000 2018
207,1007413891306020865,CNN,Mercedes Schlapp,0.0772,0.071,0.929,0.0,8,Fri Jun 15 00:06:03 +0000 2018
208,1007412647820656640,CNN,Tag,0.0572,0.12,0.88,0.0,9,Fri Jun 15 00:01:06 +0000 2018
209,1007411377600856070,CNN,The Trump administration has selected federal land in TX as a place to temporarily house unaccompanied immigrant ch,0.4995,0.16,0.84,0.0,10,Thu Jun 14 23:56:03 +0000 2018
210,1007410117506150400,CNN,China is killing his business. Tariffs could make or break it. https://t.co/N3YgSNo9bo https://t.co/SrRkQcjzTS,-0.6597,0.0,0.732,0.268,11,Thu Jun 14 23:51:03 +0000 2018
211,1007408868039720966,CNN,The US Department of Homeland Security said that it has identified malicious cyber activity by the North Korean gov,0.34,0.112,0.888,0.0,12,Thu Jun 14 23:46:05 +0000 2018
212,1007407704887955456,CNN,RT @OutFrontCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton ema,0.5267,0.152,0.848,0.0,13,Thu Jun 14 23:41:28 +0000 2018
213,1007407610319040512,CNN,A migrant ship's fate symbolizes a divided Europe,0.0,0.0,1.0,0.0,14,Thu Jun 14 23:41:05 +0000 2018
214,1007406645276790784,CNN,RT @OutFrontCNN: Sen. Richard Blumenthal: ,-0.3862,0.147,0.617,0.236,15,Thu Jun 14 23:37:15 +0000 2018
215,1007406344155082752,CNN,Trump's zero,0.0,0.0,1.0,0.0,16,Thu Jun 14 23:36:03 +0000 2018
216,1007405100929814530,CNN,Brie Larson says she doesn't ,-0.2025,0.101,0.758,0.141,17,Thu Jun 14 23:31:07 +0000 2018
217,1007403842827378689,CNN,Last week,0.0,0.0,1.0,0.0,18,Thu Jun 14 23:26:07 +0000 2018
218,1007402570606923778,CNN,Afghanistan's cricket team makes history as it steps out on the pitch to face India in its first competitive Test m,0.1779,0.075,0.925,0.0,19,Thu Jun 14 23:21:04 +0000 2018
219,1007401922280771584,CNN,RT @OutFrontCNN: CNN's Erin Burnett: ,0.0,0.0,1.0,0.0,20,Thu Jun 14 23:18:29 +0000 2018
220,1007401330518970368,CNN,A policy adviser for two pro,0.2732,0.146,0.753,0.1,21,Thu Jun 14 23:16:08 +0000 2018
221,1007400061318332416,CNN,GOP Senate nominees Kevin Cramer and Corey Stewart sought and received the support of an anti,0.4019,0.124,0.876,0.0,22,Thu Jun 14 23:11:05 +0000 2018
222,1007398807892561920,CNN,Attorney General Jeff Sessions cited the Bible in defending the Trump administration's immigration policies,0.0,0.0,1.0,0.0,23,Thu Jun 14 23:06:07 +0000 2018
223,1007397802337558528,CNN,AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime,-0.7964,0.0,0.738,0.262,24,Thu Jun 14 23:02:07 +0000 2018
224,1007395473563504641,CNN,RT @CNNSitRoom: Mark @PrestonCNN reads from the GOP platform: ,0.0,0.0,1.0,0.0,25,Thu Jun 14 22:52:52 +0000 2018
225,1007395023284002816,CNN,Roseanne Barr insists her controversial tweet was about anti,-0.2023,0.0,0.847,0.153,26,Thu Jun 14 22:51:04 +0000 2018
226,1007394461134000130,CNN,Nigerian President Muhammadu Buhari offers national apology for presidential election annulled 25 years ago,0.0516,0.079,0.921,0.0,27,Thu Jun 14 22:48:50 +0000 2018
227,1007394180258320385,CNN,RT @CNNSitRoom: Attorney General Jeff Sessions cites the Bible in defending the Trump administration's immigration policies resulting in fa,0.0,0.0,1.0,0.0,28,Thu Jun 14 22:47:43 +0000 2018
228,1007393760337154048,CNN,The brother of the gunman who killed 17 students and adults at a Parkland,-0.6705,0.0,0.809,0.191,29,Thu Jun 14 22:46:03 +0000 2018
229,1007392503530754049,CNN,Stranger Things,0.0,0.0,1.0,0.0,30,Thu Jun 14 22:41:03 +0000 2018
230,1007391260167036929,CNN,Three Californias? Billionaires' fantasy world is on the ballot ,0.0,0.0,1.0,0.0,31,Thu Jun 14 22:36:07 +0000 2018
231,1007390014295216128,CNN,RNC chair's tweet spells doom for the party I love,0.6369,0.305,0.575,0.119,32,Thu Jun 14 22:31:10 +0000 2018
232,1007388713750540288,CNN,It's #FlagDay. Here are some fun facts about the American flag you may not have known. https://t.co/zqJv4O2BmL https://t.co/iUgsmPL4J2,0.5106,0.163,0.837,0.0,33,Thu Jun 14 22:26:00 +0000 2018
233,1007388343951388673,CNN,Rob Rogers,-0.5574,0.0,0.816,0.184,34,Thu Jun 14 22:24:32 +0000 2018
234,1007387474321117184,CNN,UN calls for international inquiry into human rights violations in Kashmir https://t.co/jv3agMGbHP https://t.co/gYg23Bm2mc,-0.5267,0.0,0.779,0.221,35,Thu Jun 14 22:21:04 +0000 2018
235,1007386207058350080,CNN,Mixed martial arts star Conor McGregor expresses regret over bus brawl after brief court appearance,-0.4215,0.0,0.843,0.157,36,Thu Jun 14 22:16:02 +0000 2018
236,1007384860552556544,CNN,Garry Hartman runs one of the few chassis manufacturers left in the US. But stiff competition from China is making,0.0,0.0,1.0,0.0,37,Thu Jun 14 22:10:41 +0000 2018
237,1007381943674163201,CNN,Prominent Iranian human rights lawyer detained again https://t.co/1uN4dAJnnq https://t.co/uhw9x4c4mo,-0.1027,0.192,0.583,0.225,38,Thu Jun 14 21:59:06 +0000 2018
238,1007380179264602113,CNN,This is not the first time Trump unwittingly starred in foreign propaganda https://t.co/0pwZRqJGfC ,-0.25,0.0,0.889,0.111,39,Thu Jun 14 21:52:05 +0000 2018
239,1007379807544504322,CNN,FBI Director Christopher Wray said the FBI will ,0.0,0.0,1.0,0.0,40,Thu Jun 14 21:50:36 +0000 2018
240,1007378771182280704,CNN,RT @CNNSitRoom: The IG is right to condemn the ,-0.4678,0.0,0.845,0.155,41,Thu Jun 14 21:46:29 +0000 2018
241,1007378428184748033,CNN,Rallies protesting immigrant family separations will take place across US https://t.co/Gqj2wiCcl2 https://t.co/WnREMfxxyb,-0.4215,0.0,0.797,0.203,42,Thu Jun 14 21:45:08 +0000 2018
242,1007378367035858944,CNN,FBI Director Christopher Wray says the inspector general report ,-0.1027,0.0,0.931,0.069,43,Thu Jun 14 21:44:53 +0000 2018
243,1007377027282894848,CNN,RT @CNNSitRoom: ,0.0,0.0,1.0,0.0,44,Thu Jun 14 21:39:34 +0000 2018
244,1007376651217403904,CNN,She often harbored suicidal thoughts. Now,-0.7964,0.0,0.664,0.336,45,Thu Jun 14 21:38:04 +0000 2018
245,1007376033094557696,CNN,RT @CNNMoney: JUST IN: The Justice Department will not seek a stay in the AT,0.5267,0.167,0.833,0.0,46,Thu Jun 14 21:35:37 +0000 2018
246,1007375958314188801,CNN,The FBI holds a news conference on the DOJ watchdog's report on the Hillary Clinton email probe. Watch CNN:,0.0,0.0,1.0,0.0,47,Thu Jun 14 21:35:19 +0000 2018
247,1007374896157134858,CNN,Elon Musk spends his own money to buy Tesla shares ,0.296,0.155,0.845,0.0,48,Thu Jun 14 21:31:06 +0000 2018
248,1007374071338848257,CNN,White House press secretary Sarah Sanders said a newly released Justice Department watchdog report ,0.5267,0.185,0.815,0.0,49,Thu Jun 14 21:27:49 +0000 2018
249,1007372479613063168,CNN,RT @TheLeadCNN: The people who were mad about then,-0.4939,0.105,0.686,0.209,50,Thu Jun 14 21:21:29 +0000 2018
250,1007372388105969666,CNN,For a 100 million Egyptians the wait is over ,-0.3744,0.0,0.891,0.109,51,Thu Jun 14 21:21:08 +0000 2018
251,1007372359580422145,CNN,RT @TheLeadCNN: Comey erred in his decision not to coordinate with his superiors at the Justice Department at key moments in the Clinton em,0.6597,0.197,0.803,0.0,52,Thu Jun 14 21:21:01 +0000 2018
252,1007371869429948416,CNN,Seth Rogen and Evan Goldberg,0.1027,0.072,0.928,0.0,53,Thu Jun 14 21:19:04 +0000 2018
253,1007371473776988160,CNN,James Comey used a personal Gmail account for official government business while FBI director,0.0,0.0,1.0,0.0,54,Thu Jun 14 21:17:30 +0000 2018
254,1007371135229493251,CNN,These are Swiss Institute director Simon Castets' picks for what to see outside the Art Basel fair,0.0,0.0,1.0,0.0,55,Thu Jun 14 21:16:09 +0000 2018
255,1007369860546998277,CNN,Volvo is the latest automaker to bet on this whiz kid's startup https://t.co/ob7wv511Rp https://t.co/87r75LSYtY,0.0,0.0,1.0,0.0,56,Thu Jun 14 21:11:05 +0000 2018
256,1007368592864743431,CNN,Stolen Christopher Columbus letter to be returned to Vatican https://t.co/2Qr1sGz2QO https://t.co/hQp2gDWJ4i,-0.4939,0.0,0.758,0.242,57,Thu Jun 14 21:06:03 +0000 2018
257,1007367342991597568,CNN,Seth Rogen and Evan Goldberg,0.1027,0.072,0.928,0.0,58,Thu Jun 14 21:01:05 +0000 2018
258,1007366267752407040,CNN,This California ghost town is for sale https://t.co/uuhzbWCzZT https://t.co/RwxR1OZrGa,-0.3182,0.0,0.777,0.223,59,Thu Jun 14 20:56:48 +0000 2018
259,1007364827642200064,CNN,American Express launches new cash back card https://t.co/vcHdD44kFd https://t.co/TKmizNlRrx,0.0,0.0,1.0,0.0,60,Thu Jun 14 20:51:05 +0000 2018
260,1007363873589153798,CNN,Today is #FlagDay. As the national debate on flag conduct continues,0.0,0.0,1.0,0.0,61,Thu Jun 14 20:47:18 +0000 2018
261,1007362318773227522,CNN,Russian President Vladimir Putin met with a senior North Korean official in Moscow and invited North Korean leader,0.0,0.0,1.0,0.0,62,Thu Jun 14 20:41:07 +0000 2018
262,1007360795523670016,CNN,From a roar to a whirr ,0.0,0.0,1.0,0.0,63,Thu Jun 14 20:35:04 +0000 2018
263,1007360144173338626,CNN,RT @TheLeadCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton emai,0.5267,0.152,0.848,0.0,64,Thu Jun 14 20:32:28 +0000 2018
264,1007359047685885957,CNN,Americans are spending like mad again https://t.co/xpTW66twUm https://t.co/wqBqEOhi8J,-0.1779,0.214,0.513,0.274,65,Thu Jun 14 20:28:07 +0000 2018
265,1007359012034220032,CNN,White House press secretary Sarah Sanders said President Donald Trump was using ,0.3612,0.128,0.872,0.0,66,Thu Jun 14 20:27:58 +0000 2018
266,1007357269527363584,CNN,Russian lawmaker warns women against sex with foreigners during the World Cup https://t.co/S0e3DcebaL https://t.co/wfQGp8ujxR,-0.1027,0.0,0.903,0.097,67,Thu Jun 14 20:21:03 +0000 2018
267,1007355943191900160,CNN,CNN's Jim Acosta asks about family separations at the border: ,0.0,0.0,1.0,0.0,68,Thu Jun 14 20:15:47 +0000 2018
268,1007355513519202309,CNN,Apple is starting a music publishing business https://t.co/g2mQYAqL74 https://t.co/eSuGXFqVgL,0.0,0.0,1.0,0.0,69,Thu Jun 14 20:14:04 +0000 2018
269,1007353747188699138,CNN,Vice President Mike Pence's shameless suck up to the boss https://t.co/hRuNAu3MyN ,-0.6486,0.0,0.694,0.306,70,Thu Jun 14 20:07:03 +0000 2018
270,1007352689209069569,CNN,AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime,-0.7964,0.0,0.738,0.262,71,Thu Jun 14 20:02:51 +0000 2018
271,1007352051691544577,CNN,RNC chair tries to clarify tweet saying those opposed to Trump agenda are ,-0.34,0.0,0.87,0.13,72,Thu Jun 14 20:00:19 +0000 2018
272,1007350223310598144,CNN,What President Trump said about the media is bad. What Republican Rep. Mo Brooks said is even worse.,-0.5423,0.0,0.837,0.163,73,Thu Jun 14 19:53:03 +0000 2018
273,1007348465469394944,CNN,Why in the movies,0.0,0.0,1.0,0.0,74,Thu Jun 14 19:46:04 +0000 2018
274,1007346700577656833,CNN,A building in London just sold for ,0.0,0.0,1.0,0.0,75,Thu Jun 14 19:39:03 +0000 2018
275,1007345884265316352,CNN,Come on Sarah,0.0,0.0,1.0,0.0,76,Thu Jun 14 19:35:49 +0000 2018
276,1007344944397406208,CNN,Trump's pick for South Korea ambassador says North Korea remains a nuclear threat https://t.co/L15zoBSnlT https://t.co/YQDimT5rHq,-0.5267,0.0,0.793,0.207,77,Thu Jun 14 19:32:04 +0000 2018
277,1007344774725107712,CNN,White House press secretary Sarah Sanders says President Trump ,-0.7003,0.0,0.756,0.244,78,Thu Jun 14 19:31:24 +0000 2018
278,1007343887315275782,CNN,RT @CNNPolitics: White House press secretary Sarah Sanders on the recently released IG report: ,-0.3612,0.0,0.884,0.116,79,Thu Jun 14 19:27:52 +0000 2018
279,1007343691940466689,CNN,More black women are running startups,-0.5023,0.0,0.787,0.213,80,Thu Jun 14 19:27:06 +0000 2018
280,1007342689199837184,CNN,Argentina's lower house of Congress approves bill liberalizing abortion laws https://t.co/j2ekA0eYML https://t.co/9wN3BzY9nJ,0.128,0.181,0.671,0.148,81,Thu Jun 14 19:23:07 +0000 2018
281,1007342654491910144,CNN,Nothing in the inspector general's report makes me think we did the wrong thing.,-0.4767,0.0,0.86,0.14,82,Thu Jun 14 19:22:59 +0000 2018
282,1007342427580092417,CNN,Gangs in El Salvador are using women's bodies for ,-0.5267,0.0,0.793,0.207,83,Thu Jun 14 19:22:04 +0000 2018
283,1007341508700327937,CNN,The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L https://t.co/S8RNKEm9ID,0.0,0.0,1.0,0.0,84,Thu Jun 14 19:18:25 +0000 2018
284,1007341190235246597,CNN,Kentucky is suing Walgreens,0.0772,0.137,0.743,0.12,85,Thu Jun 14 19:17:09 +0000 2018
285,1007341177375547392,CNN,What was President Trump thinking when he saluted a North Korean general? ,0.0,0.0,1.0,0.0,86,Thu Jun 14 19:17:06 +0000 2018
286,1007339924310413312,CNN,Attorney General Jeff Sessions takes responsibility for keeping Deputy Attorney General Rod Rosenstein in charge of,0.0,0.0,1.0,0.0,87,Thu Jun 14 19:12:08 +0000 2018
287,1007338827931766784,CNN,It's not a good day for the FBI.,0.2486,0.143,0.756,0.101,88,Thu Jun 14 19:07:46 +0000 2018
288,1007338663032827905,CNN,English pop star Robbie Williams and former Brazil striker Ronaldo kick off World Cup 2018 https://t.co/YQxU5y55Lt https://t.co/GBcIOKJlb4,0.0,0.0,1.0,0.0,89,Thu Jun 14 19:07:07 +0000 2018
289,1007337392917897220,CNN,Nintendo's disappointing E3 announcements send stock plunging https://t.co/jIB8vRxXjN https://t.co/w59g88X60i,-0.4939,0.0,0.714,0.286,90,Thu Jun 14 19:02:04 +0000 2018
290,1007337193583587328,CNN,RT @cnnbrk: A highly anticipated report on top federal officials' handling of the Clinton email investigation has been made public. CNN is,0.2023,0.083,0.917,0.0,91,Thu Jun 14 19:01:17 +0000 2018
291,1007336131669708801,CNN,Is the World Cup toxic for advertisers? https://t.co/stWOoHz5Y9 https://t.co/jbLRuLQUau,0.0,0.0,1.0,0.0,92,Thu Jun 14 18:57:03 +0000 2018
292,1007335384349593600,CNN,Following the hallmark year of 1776,0.0,0.0,1.0,0.0,93,Thu Jun 14 18:54:05 +0000 2018
293,1007334871943925760,CNN,The founder of Destiny Pictures,0.0,0.0,1.0,0.0,94,Thu Jun 14 18:52:03 +0000 2018
294,1007333625199845381,CNN,As the national debate on flag conduct continues,0.0,0.0,1.0,0.0,95,Thu Jun 14 18:47:06 +0000 2018
295,1007332618227126272,CNN,How 7 words in the 500,0.0,0.0,1.0,0.0,96,Thu Jun 14 18:43:06 +0000 2018
296,1007332065833095171,CNN,READ: The Justice Department inspector general report on Clinton's email https://t.co/D50LSqCX95 https://t.co/YPyICzRmIC,0.5267,0.236,0.764,0.0,97,Thu Jun 14 18:40:54 +0000 2018
297,1007331093786382342,CNN,UK,-0.4019,0.0,0.881,0.119,98,Thu Jun 14 18:37:02 +0000 2018
298,1007329861797601280,CNN,President Donald Trump turns 72 https://t.co/CRxcakUHvy https://t.co/LIMbaYfwfP,0.0,0.0,1.0,0.0,99,Thu Jun 14 18:32:08 +0000 2018
299,1007328943396085760,CNN,Supreme Court strikes down Minnesota law that banned political apparel at a polling place https://t.co/CJbo2kKVe7 https://t.co/4v2NpIVDX1,-0.2263,0.171,0.569,0.261,100,Thu Jun 14 18:28:30 +0000 2018
300,1007421177394950144,Fox News,FBI's anti,0.0,0.0,1.0,0.0,1,Fri Jun 15 00:35:00 +0000 2018
301,1007419908756566017,Fox News,.@David_Bossie on the IG report: Some FBI employees desperately wanted to stop Trump from being elected. ,-0.5859,0.0,0.769,0.231,2,Fri Jun 15 00:29:57 +0000 2018
302,1007418669117444104,Fox News,.@RepRatcliffe: ,0.0,0.0,1.0,0.0,3,Fri Jun 15 00:25:02 +0000 2018
303,1007417556469248001,Fox News,'We Will Have a Red Tide': VA GOP Sen Candidate Corey Stewart Rips Tim Kaine,0.5267,0.167,0.833,0.0,4,Fri Jun 15 00:20:37 +0000 2018
304,1007415962486927363,Fox News,Former FBI Assistant Director Ron Hosko on the DOJ IG report: ,0.0,0.0,1.0,0.0,5,Fri Jun 15 00:14:16 +0000 2018
305,1007414837989822464,Fox News,.@TuckerCarlson: ,0.0,0.0,1.0,0.0,6,Fri Jun 15 00:09:48 +0000 2018
306,1007413987535974400,Fox News,.@SpeakerRyan on #CongressionalBaseballGame: ,0.0,0.0,1.0,0.0,7,Fri Jun 15 00:06:26 +0000 2018
307,1007411882830057472,Fox News,Jonathan Turley on IG report: ,-0.0258,0.131,0.734,0.135,8,Thu Jun 14 23:58:04 +0000 2018
308,1007410845490515968,Fox News,Jonathan Turley on IG report: ,-0.1027,0.0,0.938,0.062,9,Thu Jun 14 23:53:57 +0000 2018
309,1007409403434283010,Fox News,.@CLewandowski_ on NY AG's lawsuit against Trump Foundation: ,-0.2263,0.0,0.894,0.106,10,Thu Jun 14 23:48:13 +0000 2018
310,1007409181404561409,Fox News,Moments ago,0.2023,0.107,0.893,0.0,11,Thu Jun 14 23:47:20 +0000 2018
311,1007406725077655552,Fox News,.@SteveScalise 'back in the game' at Congressional Baseball event one year after being shot https://t.co/KCaQUXkdtN,0.0,0.0,1.0,0.0,12,Thu Jun 14 23:37:34 +0000 2018
312,1007406322407624704,Fox News,.@marcthiessen on IG report: ,0.0,0.0,1.0,0.0,13,Thu Jun 14 23:35:58 +0000 2018
313,1007404773048545280,Fox News,Danny Coulson on Clinton email probe: ,0.0,0.0,1.0,0.0,14,Thu Jun 14 23:29:49 +0000 2018
314,1007404107668258816,Fox News,.@RepSwalwell on IG report: ,0.0,0.0,1.0,0.0,15,Thu Jun 14 23:27:10 +0000 2018
315,1007403560756219904,Fox News,.@RepSwalwell on IG report: ,-0.5859,0.0,0.766,0.234,16,Thu Jun 14 23:25:00 +0000 2018
316,1007398952650539008,Fox News,House Majority Whip @SteveScalise takes the field at the #CongressionalBaseballGame one year after he was shot whil,0.0,0.0,1.0,0.0,17,Thu Jun 14 23:06:41 +0000 2018
317,1007397739494289408,Fox News,PLAY BALL: Republicans and Democrats face off in the #CongressionalBaseballGame for charity.  ,0.7125,0.298,0.702,0.0,18,Thu Jun 14 23:01:52 +0000 2018
318,1007397054199549952,Fox News,.@ChuckLane1: ,0.4902,0.158,0.842,0.0,19,Thu Jun 14 22:59:08 +0000 2018
319,1007396449775226881,Fox News,.@HillaryClinton gives a 3,0.0,0.0,1.0,0.0,20,Thu Jun 14 22:56:44 +0000 2018
320,1007394504599588866,Fox News,.@CharlesHurt on the DOJ IG report: ,-0.1027,0.0,0.935,0.065,21,Thu Jun 14 22:49:01 +0000 2018
321,1007393999009828864,Fox News,FBI Director Wray admits mistakes made,-0.0772,0.161,0.657,0.182,22,Thu Jun 14 22:47:00 +0000 2018
